Time (ns),Amplitude
6.8000000000000005e-09,0.8549299787549532
6.9000000000000006e-09,0.8626549468600877
7.000000000000001e-09,0.8701837546695257
7.1e-09,0.8775146901972969
7.2e-09,0.8846460864518816
7.3e-09,0.89157632181527
7.4e-09,0.8983038204117045
7.500000000000001e-09,0.9048270524660196
7.6e-09,0.9111445346514999
7.7e-09,0.9172548304271765
7.8e-09,0.9231565503644826
7.9e-09,0.9288483524631989
8e-09,0.934328942456612
8.1e-09,0.9395970741058203
8.2e-09,0.9446515494831168
8.3e-09,0.949491219244389
8.4e-09,0.9541149828904686
8.5e-09,0.9585217890173758
8.600000000000001e-09,0.9627106355554006
8.7e-09,0.966680569996963
8.800000000000001e-09,0.9704306896132062
8.9e-09,0.9739601416592691
9e-09,0.9772681235681935
9.1e-09,0.9803538831334196
9.2e-09,0.9832167186798332
9.3e-09,0.9858559792233188
9.4e-09,0.9882710646187888
9.5e-09,0.9904614256966512
9.6e-09,0.9924265643876857
9.700000000000001e-09,0.9941660338363008
9.8e-09,0.9956794385021441
9.900000000000001e-09,0.9969664342500459
1e-08,0.9980267284282716
1.0100000000000001e-08,0.9988600799350685
1.02e-08,0.9994662992734908
1.03e-08,0.9998452485944885
1.04e-08,0.9999968417282541
1.05e-08,0.9999210442038161
1.06e-08,0.999617873256878
1.07e-08,0.9990873978258987
1.08e-08,0.9983297385364166
1.09e-08,0.9973450676736202
1.1000000000000001e-08,0.9961336091431725
1.11e-08,0.994695638420296
1.1200000000000001e-08,0.9930314824871325
1.13e-08,0.9911415197583903
1.1400000000000001e-08,0.9890261799952953
1.15e-08,0.986685944207868
1.16e-08,0.9841213445455451
1.17e-08,0.9813329641761736
1.18e-08,0.9783214371534034
1.19e-08,0.9750874482725093
1.2e-08,0.971631732914674
1.21e-08,0.967955076879769
1.22e-08,0.9640583162076708
1.2300000000000001e-08,0.9599423369881517
1.24e-08,0.9556080751593917
1.2500000000000001e-08,0.9510565162951535
1.26e-08,0.946288695380672
1.2700000000000001e-08,0.9413056965773069
1.28e-08,0.9361086529760148
1.29e-08,0.9306987463396932
1.3e-08,0.925077206834458
1.31e-08,0.9192453127499148
1.32e-08,0.9132043902084862
1.33e-08,0.9069558128638635
1.3400000000000001e-08,0.9005010015886493
1.35e-08,0.8938414241512638
1.3600000000000001e-08,0.8869785948821863
1.37e-08,0.8799140743296106
1.3800000000000001e-08,0.8726494689045877
1.39e-08,0.8651864305157447
1.4000000000000001e-08,0.8575266561936523
1.41e-08,0.8496718877049365
1.42e-08,0.8416239111562147
1.43e-08,0.8333845565879514
1.44e-08,0.8249556975583227
1.45e-08,0.8163392507171838
1.46e-08,0.807537175370242
1.4700000000000001e-08,0.7985514730335248
1.48e-08,0.7893841869782546
1.4900000000000001e-08,0.7800374017662246
1.5000000000000002e-08,0.770513242775789
1.51e-08,0.76081387571857
1.52e-08,0.7509415061469914
1.53e-08,0.7408983789527587
1.54e-08,0.7306867778563879
1.55e-08,0.720309024887907
1.56e-08,0.7097674798588469
1.57e-08,0.6990645398256408
1.58e-08,0.6882026385445545
1.59e-08,0.6771842459182698
1.6e-08,0.6660118674342517
1.6100000000000002e-08,0.6546880435950204
1.62e-08,0.6432153493404652
1.63e-08,0.6315963934623227
1.64e-08,0.6198338180109624
1.6500000000000002e-08,0.6079302976946053
1.66e-08,0.5958885392711204
1.67e-08,0.5837112809325288
1.68e-08,0.5714012916823648
1.69e-08,0.5589613707060278
1.7e-08,0.5463943467342692
1.71e-08,0.5337030773999673
1.7200000000000002e-08,0.520890448588324
1.73e-08,0.5079593737806404
1.74e-08,0.4949127933918134
1.75e-08,0.4817536741017152
1.7600000000000002e-08,0.4684850081805931
1.77e-08,0.45510981280865365
1.78e-08,0.44163112938998145
1.79e-08,0.42805202286095023
1.8e-08,0.4143755809932843
1.81e-08,0.40060491369192286
1.82e-08,0.38674315228785755
1.8300000000000002e-08,0.3727934488260932
1.84e-08,0.3587589753488997
1.85e-08,0.34464292317451706
1.86e-08,0.3304485021714785
1.8700000000000002e-08,0.3161789400287126
1.88e-08,0.3018374815215961
1.89e-08,0.28742738777411636
1.9e-08,0.272951935517325
1.9100000000000002e-08,0.25841441634423423
1.92e-08,0.2438181359613387
1.93e-08,0.2291664134369227
1.9400000000000002e-08,0.21446258044633815
1.95e-08,0.19970998051440705
1.96e-08,0.18491196825513206
1.97e-08,0.17007190860888918
1.9800000000000002e-08,0.1551931760772659
1.99e-08,0.14027915395573204
2e-08,0.1253332335643041
2.01e-08,0.11035881347639184
2.0200000000000002e-08,0.0953592987459885
2.03e-08,0.08033810013339432
2.04e-08,0.06529863332963563
2.05e-08,0.050244318179769216
2.06e-08,0.03517857790523816
2.07e-08,0.020104838325457692
2.08e-08,0.005026527078818761
2.0900000000000002e-08,-0.01005292715673097
2.1e-08,-0.025130095443337126
2.11e-08,-0.04020154936295306
2.12e-08,-0.055263861796927265
2.1300000000000002e-08,-0.0703136077053041
2.14e-08,-0.08534736490564701
2.15e-08,-0.10036171485121473
2.16e-08,-0.11535324340830828
2.1700000000000002e-08,-0.1303185416326148
2.18e-08,-0.14525420654437285
2.19e-08,-0.16015684190218207
2.2000000000000002e-08,-0.1750230589752761
2.21e-08,-0.1898494773140937
2.22e-08,-0.2046327255189627
2.23e-08,-0.21936944200672615
2.2400000000000002e-08,-0.23405627577513874
2.25e-08,-0.24868988716485457
2.26e-08,-0.26326694861884026
2.27e-08,-0.27778414543902746
2.2800000000000002e-08,-0.29223817654005024
2.29e-08,-0.3066257551998817
2.3e-08,-0.3209436098072095
2.3100000000000002e-08,-0.3351884846053669
2.32e-08,-0.34935714043266697
2.33e-08,-0.36344635545896037
2.34e-08,-0.3774529259182507
2.3500000000000002e-08,-0.3913736668372026
2.36e-08,-0.40520541275937805
2.37e-08,-0.4189450184650351
2.38e-08,-0.4325893596863208
2.3900000000000002e-08,-0.4461353338177059
2.4e-08,-0.4595798606214878
2.41e-08,-0.47291988292821263
2.42e-08,-0.486152367331847
2.4300000000000003e-08,-0.49927430487954916
2.44e-08,-0.5122827117558799
2.45e-08,-0.5251746299612958
2.4600000000000002e-08,-0.5379471279847715
2.47e-08,-0.5505973014704013
2.48e-08,-0.5631222738778263
2.49e-08,-0.5755191971363312
2.5000000000000002e-08,-0.5877852522924734
2.51e-08,-0.5999176501510881
2.52e-08,-0.6119136319095279
2.53e-08,-0.6237704697849903
2.5400000000000002e-08,-0.635485467634791
2.55e-08,-0.6470559615694443
2.56e-08,-0.6584793205584102
2.5700000000000002e-08,-0.6697529470283646
2.58e-08,-0.6808742774538681
2.59e-08,-0.6918407829402886
2.6e-08,-0.7026499697988494
2.6100000000000002e-08,-0.7132993801136728
2.62e-08,-0.7237865923006902
2.63e-08,-0.7341092216582885
2.64e-08,-0.7442649209095701
2.6500000000000002e-08,-0.7542513807361041
2.66e-08,-0.764066330303045
2.67e-08,-0.7737075377755033
2.6800000000000002e-08,-0.7831728108260404
2.69e-08,-0.7924599971331905
2.7e-08,-0.8015669848708764
2.71e-08,-0.8104917031886225
2.7200000000000002e-08,-0.8192321226824457
2.73e-08,-0.8277862558563278
2.74e-08,-0.836152157574153
2.75e-08,-0.8443279255020153
2.7600000000000002e-08,-0.8523117005407919
2.77e-08,-0.8601016672488886
2.78e-08,-0.8676960542550537
2.7900000000000002e-08,-0.8750931346611738
2.8000000000000003e-08,-0.8822912264349534
2.81e-08,-0.889288692792397
2.82e-08,-0.8960839425699988
2.8300000000000002e-08,-0.9026754305865593
2.84e-08,-0.9090616579945455
2.85e-08,-0.9152411726209175
2.86e-08,-0.9212125692973396
2.8700000000000002e-08,-0.926974490179702
2.88e-08,-0.9325256250568852
2.89e-08,-0.9378647116486888
2.9e-08,-0.9429905358928646
2.9100000000000002e-08,-0.9479019322211822
2.92e-08,-0.9525977838244708
2.93e-08,-0.957077022906571
2.9400000000000002e-08,-0.9613386309271434
2.95e-08,-0.965381638833274
2.96e-08,-0.9692051272798304
2.97e-08,-0.9728082268385126
2.9800000000000002e-08,-0.9761901181955528
2.99e-08,-0.9793500323380201
3.0000000000000004e-08,-0.9822872507286888
3.01e-08,-0.9850011054694261
3.02e-08,-0.9874909794530675
3.03e-08,-0.9897563065037409
3.04e-08,-0.9917965715056102
3.05e-08,-0.9936113105200084
3.06e-08,-0.9952001108909334
3.0700000000000004e-08,-0.996562611338882
3.08e-08,-0.9976985020430021
3.09e-08,-0.9986075247115431
3.1e-08,-0.9992894726405892
3.11e-08,-0.9997441907610622
3.12e-08,-0.999971575673983
3.13e-08,-0.999971575673983
3.14e-08,-0.9997441907610622
3.1500000000000004e-08,-0.9992894726405892
3.16e-08,-0.9986075247115431
3.17e-08,-0.9976985020430021
3.18e-08,-0.996562611338882
3.19e-08,-0.9952001108909334
3.2e-08,-0.9936113105200084
3.21e-08,-0.9917965715056101
3.2200000000000004e-08,-0.9897563065037409
3.23e-08,-0.9874909794530677
3.24e-08,-0.9850011054694261
3.25e-08,-0.9822872507286887
3.26e-08,-0.97935003233802
3.27e-08,-0.9761901181955527
3.28e-08,-0.9728082268385128
3.2900000000000003e-08,-0.9692051272798303
3.3000000000000004e-08,-0.9653816388332738
3.31e-08,-0.9613386309271432
3.32e-08,-0.9570770229065712
3.33e-08,-0.9525977838244709
3.34e-08,-0.947901932221182
3.35e-08,-0.9429905358928644
3.36e-08,-0.9378647116486886
3.3700000000000004e-08,-0.932525625056885
3.38e-08,-0.9269744901797021
3.39e-08,-0.9212125692973394
3.4e-08,-0.9152411726209176
3.41e-08,-0.9090616579945452
3.42e-08,-0.9026754305865591
3.43e-08,-0.8960839425699989
3.4400000000000004e-08,-0.8892886927923968
3.4500000000000005e-08,-0.8822912264349531
3.46e-08,-0.875093134661174
3.47e-08,-0.8676960542550539
3.48e-08,-0.8601016672488888
3.49e-08,-0.8523117005407916
3.5e-08,-0.844327925502015
3.51e-08,-0.8361521575741527
3.5200000000000004e-08,-0.8277862558563276
3.53e-08,-0.8192321226824459
3.54e-08,-0.8104917031886222
3.55e-08,-0.8015669848708766
3.56e-08,-0.7924599971331907
3.57e-08,-0.7831728108260402
3.58e-08,-0.7737075377755029
3.5900000000000004e-08,-0.7640663303030447
3.6e-08,-0.7542513807361041
3.61e-08,-0.7442649209095703
3.62e-08,-0.7341092216582885
3.63e-08,-0.7237865923006905
3.64e-08,-0.7132993801136724
3.65e-08,-0.702649969798849
3.6600000000000003e-08,-0.6918407829402886
3.6700000000000004e-08,-0.6808742774538676
3.68e-08,-0.6697529470283649
3.69e-08,-0.6584793205584105
3.7e-08,-0.6470559615694442
3.71e-08,-0.6354854676347909
3.72e-08,-0.6237704697849898
3.73e-08,-0.6119136319095277
3.7400000000000004e-08,-0.5999176501510872
3.75e-08,-0.5877852522924732
3.76e-08,-0.5755191971363315
3.77e-08,-0.5631222738778262
3.78e-08,-0.5505973014704015
3.79e-08,-0.5379471279847715
3.8e-08,-0.5251746299612954
3.8100000000000004e-08,-0.5122827117558799
3.8200000000000005e-08,-0.4992743048795483
3.83e-08,-0.4861523673318469
3.84e-08,-0.47291988292821296
3.85e-08,-0.4595798606214877
3.86e-08,-0.4461353338177058
3.87e-08,-0.4325893596863203
3.8800000000000003e-08,-0.4189450184650346
3.8900000000000004e-08,-0.40520541275937794
3.9e-08,-0.3913736668372025
3.91e-08,-0.37745292591825097
3.92e-08,-0.36344635545896026
3.93e-08,-0.34935714043266686
3.94e-08,-0.33518848460536677
3.95e-08,-0.32094360980720893
3.9600000000000004e-08,-0.3066257551998816
3.97e-08,-0.2922381765400506
3.98e-08,-0.27778414543902735
3.99e-08,-0.2632669486188406
4e-08,-0.2486898871648545
4.01e-08,-0.23405627577513824
4.02e-08,-0.21936944200672606
4.0300000000000004e-08,-0.20463272551896217
4.0400000000000004e-08,-0.18984947731409363
4.05e-08,-0.175023058975276
4.06e-08,-0.160156841902182
4.07e-08,-0.1452542065443732
4.08e-08,-0.13031854163261428
4.09e-08,-0.11535324340830821
4.1e-08,-0.10036171485121421
4.1100000000000004e-08,-0.0853473649056465
4.12e-08,-0.07031360770530447
4.13e-08,-0.05526386179692719
4.14e-08,-0.04020154936295343
4.15e-08,-0.02513009544333705
4.16e-08,-0.01005292715673045
4.17e-08,0.005026527078818838
4.1800000000000004e-08,0.020104838325458212
4.1900000000000005e-08,0.035178577905238234
4.2e-08,0.05024431817976885
4.21e-08,0.0652986333296357
4.22e-08,0.08033810013339394
4.23e-08,0.095359298745989
4.24e-08,0.11035881347639191
4.2500000000000003e-08,0.12533323356430418
4.2600000000000004e-08,0.14027915395573257
4.27e-08,0.15519317607726554
4.28e-08,0.17007190860888927
4.29e-08,0.18491196825513215
4.3e-08,0.1997099805144067
4.31e-08,0.21446258044633867
4.32e-08,0.2291664134369228
4.3300000000000004e-08,0.2438181359613392
4.3400000000000005e-08,0.25841441634423523
4.35e-08,0.2729519355173247
4.36e-08,0.28742738777411647
4.37e-08,0.30183748152159584
4.38e-08,0.31617894002871355
4.39e-08,0.330448502171479
4.4000000000000004e-08,0.3446429231745171
4.4100000000000004e-08,0.3587589753489002
4.42e-08,0.37279344882609294
4.43e-08,0.3867431522878572
4.44e-08,0.40060491369192297
4.45e-08,0.414375580993284
4.46e-08,0.4280520228609508
4.47e-08,0.44163112938998156
4.4800000000000004e-08,0.45510981280865453
4.49e-08,0.46848500818059313
4.5e-08,0.48175367410171493
4.51e-08,0.4949127933918135
4.52e-08,0.5079593737806402
4.53e-08,0.5208904485883241
4.54e-08,0.5337030773999678
4.5500000000000004e-08,0.5463943467342692
4.5600000000000005e-08,0.5589613707060282
4.57e-08,0.5714012916823649
4.58e-08,0.5837112809325284
4.59e-08,0.5958885392711204
4.6e-08,0.6079302976946054
4.61e-08,0.6198338180109628
4.6200000000000003e-08,0.6315963934623231
4.6300000000000004e-08,0.6432153493404653
4.64e-08,0.6546880435950205
4.65e-08,0.6660118674342514
4.66e-08,0.6771842459182695
4.67e-08,0.6882026385445547
4.68e-08,0.6990645398256409
4.69e-08,0.7097674798588473
4.7000000000000004e-08,0.720309024887907
4.7100000000000005e-08,0.7306867778563886
4.72e-08,0.7408983789527587
4.73e-08,0.7509415061469911
4.74e-08,0.76081387571857
4.75e-08,0.7705132427757893
4.76e-08,0.7800374017662246
4.7700000000000004e-08,0.7893841869782549
4.7800000000000005e-08,0.798551473033525
4.79e-08,0.807537175370242
4.8e-08,0.8163392507171838
4.81e-08,0.8249556975583224
4.82e-08,0.8333845565879516
4.83e-08,0.8416239111562147
4.84e-08,0.8496718877049367
4.8500000000000004e-08,0.8575266561936524
4.8600000000000005e-08,0.8651864305157447
4.87e-08,0.8726494689045877
4.88e-08,0.8799140743296103
4.89e-08,0.8869785948821866
4.9e-08,0.8938414241512639
4.91e-08,0.9005010015886493
4.9200000000000004e-08,0.9069558128638637
4.9300000000000005e-08,0.9132043902084864
4.94e-08,0.9192453127499145
4.95e-08,0.925077206834458
4.96e-08,0.9306987463396931
4.97e-08,0.936108652976015
4.98e-08,0.941305696577307
4.9900000000000003e-08,0.946288695380672
5.0000000000000004e-08,0.9510565162951538
5.01e-08,0.9556080751593916
5.02e-08,0.9599423369881518
5.03e-08,0.9640583162076708
5.04e-08,0.967955076879769
5.05e-08,0.971631732914674
5.06e-08,0.9750874482725093
5.0700000000000004e-08,0.9783214371534035
5.0800000000000005e-08,0.9813329641761737
5.09e-08,0.984121344545545
5.1e-08,0.986685944207868
5.11e-08,0.9890261799952953
5.12e-08,0.9911415197583903
5.13e-08,0.9930314824871325
5.1400000000000004e-08,0.994695638420296
5.1500000000000005e-08,0.9961336091431725
5.16e-08,0.9973450676736202
5.17e-08,0.9983297385364165
5.18e-08,0.9990873978258987
5.19e-08,0.999617873256878
5.2e-08,0.9999210442038161
5.21e-08,0.9999968417282541
5.2200000000000004e-08,0.9998452485944885
5.2300000000000005e-08,0.9994662992734908
5.24e-08,0.9988600799350686
5.25e-08,0.9980267284282716
5.26e-08,0.9969664342500459
5.27e-08,0.9956794385021441
5.28e-08,0.9941660338363008
5.2900000000000004e-08,0.9924265643876857
5.3000000000000005e-08,0.9904614256966511
5.31e-08,0.9882710646187888
5.32e-08,0.9858559792233188
5.33e-08,0.9832167186798333
5.34e-08,0.9803538831334195
5.35e-08,0.9772681235681934
5.3600000000000004e-08,0.9739601416592691
5.3700000000000004e-08,0.9704306896132061
5.38e-08,0.966680569996963
5.39e-08,0.9627106355554007
5.4e-08,0.9585217890173761
5.41e-08,0.9541149828904687
5.42e-08,0.9494912192443887
5.43e-08,0.9446515494831167
5.4400000000000004e-08,0.9395970741058202
5.4500000000000005e-08,0.934328942456612
5.46e-08,0.928848352463199
5.47e-08,0.9231565503644827
5.48e-08,0.9172548304271767
5.49e-08,0.9111445346514996
5.5e-08,0.9048270524660192
5.5100000000000004e-08,0.8983038204117043
5.5200000000000005e-08,0.8915763218152699
5.53e-08,0.8846460864518816
5.54e-08,0.8775146901972969
5.55e-08,0.8701837546695259
5.56e-08,0.862654946860088
5.57e-08,0.8549299787549528
5.5800000000000003e-08,0.8470106069452517
5.5900000000000004e-08,0.8388986322278396
5.6000000000000005e-08,0.8305958991958126
5.61e-08,0.8221042958190624
5.62e-08,0.8134257530149684
5.63e-08,0.8045622442093239
5.64e-08,0.7955157848875954
5.65e-08,0.7862884321366184
5.6600000000000004e-08,0.7768822841768372
5.6700000000000005e-08,0.7672994798851817
5.68e-08,0.7575421983087092
5.69e-08,0.7476126581691069
5.7e-08,0.737513117358174
5.71e-08,0.7272458724243962
5.72e-08,0.7168132580507292
5.7300000000000004e-08,0.7062176465237168
5.7400000000000004e-08,0.6954614471940465
5.7500000000000005e-08,0.6845471059286884
5.76e-08,0.673477104554725
5.77e-08,0.6622539602950049
5.78e-08,0.6508802251957488
5.79e-08,0.6393584855462352
5.8e-08,0.6276913612906997
5.8100000000000004e-08,0.6158815054325878
5.8200000000000005e-08,0.6039316034312765
5.83e-08,0.5918443725914292
5.84e-08,0.5796225614451032
5.85e-08,0.5672689491267566
5.86e-08,0.5547863447412976
5.87e-08,0.5421775867253182
5.8800000000000004e-08,0.5294455422016563
5.8900000000000005e-08,0.5165931063274432
5.9e-08,0.5036232016357604
5.91e-08,0.49053877737108714
5.92e-08,0.477342808818666
5.93e-08,0.46403829662794854
5.94e-08,0.4506282661302737
5.9500000000000003e-08,0.4371157666509319
5.9600000000000004e-08,0.4235038708157811
5.97e-08,0.4097956738525503
5.98e-08,0.3959942928870095
5.99e-08,0.38210286623417716
6.000000000000001e-08,0.3681245526846763
6.01e-08,0.3540625307864692
6.02e-08,0.33991999812206486
6.03e-08,0.3257001705814311
6.04e-08,0.3114062816307291
6.05e-08,0.2970415815770343
6.06e-08,0.2826093368292681
6.070000000000001e-08,0.26811282915542606
6.08e-08,0.25355535493634057
6.09e-08,0.23894022441611087
6.1e-08,0.22427076094938167
6.11e-08,0.20955030024564125
6.12e-08,0.19478218961070806
6.13e-08,0.1799697871855892
6.140000000000001e-08,0.1651164611828577
6.15e-08,0.15022558912075692
6.16e-08,0.13530055705518038
6.17e-08,0.12034475880971181
6.18e-08,0.10536159520389891
6.19e-08,0.09035447327993458
6.2e-08,0.07532680552793372
6.210000000000001e-08,0.060282009109942976
6.22e-08,0.0452235050829323
6.230000000000001e-08,0.030154717620854893
6.24e-08,0.01507907323603726
6.25e-08,3.6739403974420594e-16
6.26e-08,-0.0150790732360383
6.27e-08,-0.03015471762085593
6.28e-08,-0.04522350508293334
6.29e-08,-0.06028200910994401
6.300000000000001e-08,-0.075326805527933
6.31e-08,-0.09035447327993563
6.32e-08,-0.10536159520389819
6.33e-08,-0.1203447588097111
6.34e-08,-0.13530055705517965
6.35e-08,-0.15022558912075795
6.36e-08,-0.16511646118285875
6.370000000000001e-08,-0.17996978718559026
6.38e-08,-0.19478218961070912
6.39e-08,-0.20955030024564056
6.4e-08,-0.22427076094938098
6.41e-08,-0.23894022441611015
6.42e-08,-0.25355535493634157
6.43e-08,-0.2681128291554253
6.440000000000001e-08,-0.2826093368292691
6.45e-08,-0.29704158157703525
6.46e-08,-0.3114062816307267
6.47e-08,-0.325700170581432
6.48e-08,-0.33991999812206414
6.49e-08,-0.35406253078647015
6.5e-08,-0.36812455268467725
6.510000000000001e-08,-0.3821028662341781
6.52e-08,-0.3959942928870104
6.53e-08,-0.40979567385254795
6.54e-08,-0.423503870815782
6.55e-08,-0.4371157666509328
6.56e-08,-0.450628266130273
6.57e-08,-0.4640382966279478
6.580000000000001e-08,-0.47734280881866686
6.59e-08,-0.4905387773710881
6.600000000000001e-08,-0.5036232016357614
6.61e-08,-0.5165931063274442
6.62e-08,-0.5294455422016573
6.63e-08,-0.5421775867253177
6.64e-08,-0.5547863447412971
6.65e-08,-0.5672689491267575
6.66e-08,-0.5796225614451026
6.670000000000001e-08,-0.5918443725914301
6.68e-08,-0.6039316034312774
6.69e-08,-0.6158815054325872
6.7e-08,-0.6276913612907006
6.71e-08,-0.6393584855462346
6.72e-08,-0.6508802251957496
6.73e-08,-0.6622539602950045
6.740000000000001e-08,-0.6734771045547258
6.75e-08,-0.6845471059286892
6.76e-08,-0.695461447194046
6.77e-08,-0.7062176465237174
6.78e-08,-0.7168132580507298
6.79e-08,-0.7272458724243969
6.8e-08,-0.7375131173581736
6.810000000000001e-08,-0.7476126581691076
6.82e-08,-0.7575421983087098
6.83e-08,-0.7672994798851812
6.84e-08,-0.7768822841768378
6.85e-08,-0.786288432136619
6.86e-08,-0.795515784887595
6.87e-08,-0.8045622442093234
6.880000000000001e-08,-0.813425753014969
6.89e-08,-0.822104295819062
6.900000000000001e-08,-0.8305958991958131
6.91e-08,-0.8388986322278401
6.92e-08,-0.8470106069452512
6.93e-08,-0.8549299787549532
6.94e-08,-0.8626549468600877
6.950000000000001e-08,-0.8701837546695264
6.96e-08,-0.8775146901972966
6.970000000000001e-08,-0.884646086451882
6.98e-08,-0.8915763218152704
6.99e-08,-0.898303820411704
7e-08,-0.9048270524660197
7.01e-08,-0.9111445346515
7.02e-08,-0.9172548304271771
7.03e-08,-0.9231565503644824
7.040000000000001e-08,-0.9288483524631993
7.05e-08,-0.9343289424566124
7.06e-08,-0.9395970741058198
7.07e-08,-0.944651549483117
7.08e-08,-0.9494912192443891
7.09e-08,-0.9541149828904685
7.1e-08,-0.9585217890173758
7.110000000000001e-08,-0.9627106355554009
7.12e-08,-0.9666805699969627
7.13e-08,-0.970430689613206
7.14e-08,-0.9739601416592694
7.15e-08,-0.9772681235681931
7.16e-08,-0.9803538831334198
7.17e-08,-0.9832167186798332
7.180000000000001e-08,-0.985855979223319
7.19e-08,-0.9882710646187887
7.2e-08,-0.9904614256966511
7.21e-08,-0.9924265643876858
7.22e-08,-0.9941660338363006
7.23e-08,-0.9956794385021441
7.24e-08,-0.9969664342500459
7.250000000000001e-08,-0.9980267284282717
7.26e-08,-0.9988600799350685
7.270000000000001e-08,-0.9994662992734908
7.28e-08,-0.9998452485944885
7.29e-08,-0.9999968417282541
7.3e-08,-0.9999210442038161
7.31e-08,-0.999617873256878
7.320000000000001e-08,-0.9990873978258987
7.33e-08,-0.9983297385364166
7.340000000000001e-08,-0.9973450676736201
7.35e-08,-0.9961336091431725
7.36e-08,-0.994695638420296
7.37e-08,-0.9930314824871324
7.38e-08,-0.9911415197583904
7.39e-08,-0.9890261799952953
7.4e-08,-0.986685944207868
7.410000000000001e-08,-0.9841213445455448
7.42e-08,-0.9813329641761736
7.43e-08,-0.9783214371534035
7.44e-08,-0.975087448272509
7.45e-08,-0.9716317329146742
7.46e-08,-0.967955076879769
7.47e-08,-0.9640583162076708
7.480000000000001e-08,-0.9599423369881512
7.49e-08,-0.9556080751593918
7.5e-08,-0.9510565162951538
7.51e-08,-0.9462886953806716
7.52e-08,-0.9413056965773072
7.53e-08,-0.9361086529760146
7.54e-08,-0.9306987463396931
7.550000000000001e-08,-0.9250772068344579
7.56e-08,-0.9192453127499148
7.57e-08,-0.9132043902084863
7.58e-08,-0.9069558128638637
7.59e-08,-0.9005010015886497
7.6e-08,-0.8938414241512634
7.61e-08,-0.8869785948821861
7.620000000000001e-08,-0.8799140743296102
7.63e-08,-0.8726494689045876
7.640000000000001e-08,-0.8651864305157437
7.65e-08,-0.8575266561936524
7.66e-08,-0.8496718877049366
7.67e-08,-0.8416239111562142
7.68e-08,-0.8333845565879521
7.690000000000001e-08,-0.8249556975583223
7.7e-08,-0.8163392507171837
7.710000000000001e-08,-0.807537175370241
7.72e-08,-0.798551473033525
7.73e-08,-0.7893841869782549
7.74e-08,-0.7800374017662239
7.75e-08,-0.7705132427757898
7.760000000000001e-08,-0.7608138757185693
7.77e-08,-0.7509415061469911
7.780000000000001e-08,-0.7408983789527586
7.79e-08,-0.7306867778563879
7.8e-08,-0.720309024887907
7.81e-08,-0.7097674798588471
7.82e-08,-0.6990645398256413
7.83e-08,-0.6882026385445539
7.84e-08,-0.6771842459182693
7.850000000000001e-08,-0.6660118674342512
7.86e-08,-0.6546880435950203
7.87e-08,-0.6432153493404652
7.88e-08,-0.6315963934623229
7.89e-08,-0.6198338180109627
7.9e-08,-0.6079302976946045
7.91e-08,-0.595888539271121
7.920000000000001e-08,-0.5837112809325283
7.93e-08,-0.5714012916823646
7.94e-08,-0.5589613707060288
7.95e-08,-0.5463943467342691
7.96e-08,-0.5337030773999676
7.97e-08,-0.5208904485883231
7.98e-08,-0.5079593737806407
7.990000000000001e-08,-0.4949127933918125
8e-08,-0.4817536741017147
8.010000000000001e-08,-0.468485008180593
8.02e-08,-0.4551098128086536
